Unique ID, Nationality, DOB, Marital Status, Number of Children, Work Reason, Characteristics, Work Skill, Reason for Leaving ,Current Job, Previous Jobs, Start Date, Current Job Start Date, End Date
1679,Ghanaian,22/6/1984,Other,6,BEHAVIOR,['Dark skin'],['Typing'],Voluntarily,Ditch_Digger,['Shoe_Tester'; 'Ditch_Digger'],11/22/2012,3/27/2018,NA
32,American,9/7/1975,Single,6,DEBT,['No teeth'; 'Scar arm'],['Strong'],Time,Construction,['Construction'; 'Construction'],11/21/2016,1/8/2019,NA
6298,German,4/2/1987,Married,6,DEBT,['Low IQ'; 'Tattoo back'],['Mechanical'],Time,Construction,['Shoe_Tester'; 'Computer_Repair'; 'Office_Worker'; 'Ditch_Digger'; 'Boulder_Reducer'; 'Construction'],4/8/2016,10/10/2019,NA
141,Israeli,18/9/1985,Married,0,BEHAVIOR,['Tattoo forearm'; 'Low IQ'],['Shoe-making'; 'Mechanical'],Time,Office_Worker,['Ditch_Digger'; 'Office_Worker'; 'Shoe_Tester'],12/1/2012,8/24/2017,NA
5428,German,17/11/1984,Single,3,BEHAVIOR,['Tattoo forearm'],['Typing'; 'Mechanical'],NA,NA,['Food_TesterCivilian_Guard'; 'Computer_Repair'],1/20/2010,NA,10/12/2017
5080,German,13/1/1979,Single,0,CULTURE,['Scar on face'; 'Scar arm'],['Typing'; 'Electrical'],Exhaustion,Construction,['Construction'; 'Construction'; 'Boulder_Reducer'; 'Food_TesterCivilian_Guard'; 'Construction'; 'Food_TesterCivilian_Guard'],7/3/2014,3/26/2017,NA
6762,Russian,15/7/1995,Single,6,BEHAVIOR,['No teeth'],['Electrical'; 'Shoe-making'],NA,NA,['Ditch_Digger'; 'Construction'; 'Food_TesterCivilian_Guard'],5/17/2010,NA,3/10/2017
3141,American,28/2/1975,Married,0,PARENTS,['Dark skin'],['Electrical'; 'Construction'],Exhaustion,Food_TesterCivilian_Guard,['Shoe_Tester'],12/3/2012,4/28/2018,NA
3127,German,21/12/1969,Single,2,DEBT,['One arm'],['Computer'; 'Shoe-making'],Time,Shoe_Tester,['Ditch_Digger'; 'Farmer'],5/1/2010,1/12/2019,NA
1277,Ghanaian,1/2/1985,Married,3,BEHAVIOR,['Tattoo back'],['Shoe-making'; 'Construction'],Time,Construction,NA,1/4/2014,1/4/2014,NA
6511,English,8/3/1987,Married,5,DEBT,['Scar on face'; 'Tattoo forearm'],['Mechanical'; 'Mechanical'],Time,Computer_Repair,['Boulder_Reducer'],8/12/2012,4/23/2019,NA
511,Italian,23/5/1965,Single,5,PARENTS,['One arm'],['Strong'; 'Typing'],NA,NA,['Shoe_Tester'; 'Office_Worker'; 'Farmer'],5/26/2016,NA,5/6/2017
4866,Israeli,20/1/1987,Married,5,DEBT,['Scar on face'],['Shoe-making'; 'Strong'],Time,Farmer,['Shoe_Tester'; 'Shoe_Tester'; 'Farmer'; 'Office_Worker'; 'Construction'; 'Shoe_Tester'],9/14/2016,10/9/2019,NA
5532,Italian,7/11/1965,Single,5,CULTURE,['Tattoo back'],['Mechanical'],Time,Boulder_Reducer,['Boulder_Reducer'; 'Computer_Repair'; 'Shoe_Tester'; 'Farmer'; 'Food_TesterCivilian_Guard'; 'Farmer'],5/25/2012,8/27/2017,NA
975,Ghanaian,7/7/1965,Married,4,BEHAVIOR,['Low IQ'; 'Crafty'],['Shoe-making'],NA,NA,['Farmer'; 'Shoe_Tester'; 'Computer_Repair'],9/16/2016,NA,5/17/2019
843,Russian,10/4/1984,Other,5,CULTURE,['Tattoo forearm'],['Typing'; 'Computer'],NA,NA,['Food_TesterCivilian_Guard'],9/13/2010,NA,4/2/2018
534,Italian,3/7/1969,Single,5,PARENTS,['Dark skin'],['Mathematics'],NA,NA,['Construction'],2/22/2012,NA,10/18/2019
7666,Russian,4/2/1987,Single,0,PARENTS,['One arm'; 'Crafty'],['Mathematics'; 'Shoe-making'],Voluntarily,Boulder_Reducer,['Office_Worker'; 'Computer_Repair'; 'Office_Worker'],9/5/2010,8/22/2017,NA
7533,Russian,17/10/1984,Single,4,DEBT,['No teeth'; 'Long legs'],['Computer'; 'Shoe-making'],NA,NA,['Shoe_Tester'],3/8/2012,NA,2/11/2017
8378,American,6/8/1975,Other,2,PARENTS,['Long legs'],['Electrical'],Exhaustion,Boulder_Reducer,['Food_TesterCivilian_Guard'; 'Ditch_Digger'; 'Boulder_Reducer'; 'Food_TesterCivilian_Guard'],12/2/2014,8/9/2019,NA
9873,Russian,2/12/1985,Single,1,BEHAVIOR,['Dark skin'],['Typing'],Voluntarily,Shoe_Tester,['Shoe_Tester'; 'Farmer'],1/3/2014,4/3/2017,NA
9562,German,26/9/1984,Other,5,BEHAVIOR,['Tattoo forearm'],['Electrical'],Time,Office_Worker,['Farmer'; 'Food_TesterCivilian_Guard'; 'Farmer'],2/23/2016,3/12/2019,NA
5278,German,26/12/1987,Single,0,DEBT,['Tattoo forearm'],['Shoe-making'; 'Typing'],NA,NA,['Computer_Repair'],3/24/2010,NA,11/25/2019
2599,Russian,4/5/1965,Other,2,CULTURE,['Scar arm'],['Electrical'],Time,Farmer,['Farmer'; 'Shoe_Tester'; 'Food_TesterCivilian_Guard'],4/1/2014,1/19/2019,NA
1162,Italian,22/11/1987,Single,3,CULTURE,['Crafty'],['Strong'],NA,NA,['Construction'],7/20/2010,NA,9/27/2018
8482,Israeli,20/12/1965,Single,6,CULTURE,['Tattoo back'],['Strong'; 'Shoe-making'],Time,Computer_Repair,['Office_Worker'],10/6/2016,4/28/2018,NA
4008,Russian,28/12/1975,Single,5,BEHAVIOR,['No teeth'],['Typing'; 'Construction'],Exhaustion,Food_TesterCivilian_Guard,['Food_TesterCivilian_Guard'; 'Farmer'; 'Computer_Repair'],10/26/2014,2/24/2017,NA
5669,Ghanaian,22/4/1965,Married,3,BEHAVIOR,['Long legs'; 'Scar on face'],['Typing'; 'Computer'],Exhaustion,Ditch_Digger,['Office_Worker'; 'Ditch_Digger'; 'Shoe_Tester'; 'Construction'; 'Construction'],4/15/2012,6/16/2018,NA
4770,Israeli,9/4/1969,Single,3,CULTURE,['Scar arm'],['Shoe-making'],Time,Farmer,['Office_Worker'; 'Shoe_Tester'; 'Construction'; 'Food_TesterCivilian_Guard'; 'Farmer'; 'Food_TesterCivilian_Guard'],6/9/2010,9/16/2017,NA
3870,American,2/5/1965,Single,1,BEHAVIOR,['Scar on face'; 'Dark skin'],['Mathematics'; 'Strong'],Time,Food_TesterCivilian_Guard,['Shoe_Tester'],11/10/2016,11/20/2017,NA
2244,Russian,17/9/1969,Other,2,PARENTS,['Long legs'],['Mechanical'; 'Computer'],Exhaustion,Shoe_Tester,['Ditch_Digger'; 'Office_Worker'; 'Boulder_Reducer'; 'Office_Worker'; 'Shoe_Tester'; 'Computer_Repair'],10/7/2016,3/3/2017,NA
8764,Ghanaian,5/6/1984,Other,7,DEBT,['Tattoo forearm'; 'Scar on face'],['Mathematics'],NA,NA,['Food_TesterCivilian_Guard'; 'Ditch_Digger'],3/22/2016,NA,11/24/2019
8729,American,9/3/1965,Other,4,PARENTS,['Tattoo forearm'],['Strong'; 'Shoe-making'],NA,NA,['Farmer'],4/18/2016,NA,8/11/2017
1115,Ghanaian,22/4/1985,Married,0,DEBT,['Tattoo back'],['Mathematics'],NA,NA,['Boulder_Reducer'],5/8/2014,NA,3/20/2018
377,German,24/8/1987,Other,2,DEBT,['Scar arm'],['Mathematics'],Exhaustion,Office_Worker,['Construction'; 'Food_TesterCivilian_Guard'],12/10/2016,5/7/2017,NA
1251,Italian,19/3/1975,Other,7,DEBT,['Scar on face'; 'Scar on face'],['Mechanical'; 'Shoe-making'],Time,Farmer,['Ditch_Digger'],3/25/2014,1/12/2019,NA
7130,Ghanaian,2/9/1965,Single,5,BEHAVIOR,['One arm'; 'Long legs'],['Strong'; 'Shoe-making'],Exhaustion,Ditch_Digger,['Office_Worker'; 'Construction'],12/12/2016,4/15/2019,NA
8867,Russian,14/8/1979,Other,6,PARENTS,['No teeth'; 'One arm'],['Shoe-making'],Voluntarily,Farmer,['Farmer'; 'Food_TesterCivilian_Guard'; 'Office_Worker'],4/8/2016,10/17/2017,NA
6929,Russian,20/7/1995,Married,3,DEBT,['Long legs'; 'Crafty'],['Shoe-making'; 'Typing'],Voluntarily,Farmer,['Computer_Repair'; 'Food_TesterCivilian_Guard'; 'Computer_Repair'; 'Office_Worker'],9/12/2012,7/7/2019,NA
417,Italian,1/5/1965,Single,3,DEBT,['Scar on face'; 'Dark skin'],['Construction'; 'Shoe-making'],NA,NA,['Shoe_Tester'],12/27/2016,NA,8/26/2018
603,Israeli,23/7/1979,Other,1,BEHAVIOR,['One arm'],['Mathematics'; 'Electrical'],Voluntarily,Shoe_Tester,['Farmer'; 'Ditch_Digger'; 'Farmer'; 'Office_Worker'; 'Construction'; 'Boulder_Reducer'],10/27/2014,5/24/2019,NA
5459,German,4/5/1987,Single,2,DEBT,['Tattoo forearm'],['Typing'; 'Mechanical'],Voluntarily,Farmer,['Ditch_Digger'],3/15/2012,9/15/2018,NA
6187,Israeli,17/9/1995,Other,6,PARENTS,['Long legs'; 'Crafty'],['Typing'; 'Strong'],NA,NA,['Food_TesterCivilian_Guard'],9/16/2014,NA,7/4/2018
252,Italian,3/6/1995,Married,1,DEBT,['Scar arm'; 'Dark skin'],['Mathematics'],Time,Office_Worker,['Boulder_Reducer'; 'Ditch_Digger'; 'Ditch_Digger'; 'Shoe_Tester'],3/1/2016,10/28/2019,NA
8430,Russian,22/1/1987,Married,5,DEBT,['Tattoo forearm'; 'Tattoo back'],['Mechanical'],NA,NA,['Ditch_Digger'],1/11/2012,NA,7/12/2018
4713,English,13/8/1987,Married,0,BEHAVIOR,['Long legs'],['Typing'; 'Mechanical'],Exhaustion,Boulder_Reducer,NA,11/18/2014,11/18/2014,NA
7177,American,28/3/1995,Single,1,PARENTS,['Scar on face'],['Typing'],Voluntarily,Farmer,['Ditch_Digger'; 'Computer_Repair'; 'Computer_Repair'; 'Farmer'],2/16/2014,5/26/2017,NA
7492,English,14/7/1987,Single,4,BEHAVIOR,['Crafty'],['Computer'],Time,Boulder_Reducer,['Boulder_Reducer'; 'Ditch_Digger'],7/21/2012,5/23/2018,NA
5402,American,7/6/1965,Other,2,BEHAVIOR,['Tattoo back'],['Computer'],Time,Office_Worker,['Shoe_Tester'; 'Office_Worker'],1/14/2016,7/23/2017,NA
8023,Italian,2/6/1975,Other,5,PARENTS,['Low IQ'],['Electrical'; 'Construction'],Exhaustion,Construction,['Food_TesterCivilian_Guard'; 'Office_Worker'; 'Shoe_Tester'],4/13/2010,5/3/2018,NA
714,German,17/10/1984,Married,1,DEBT,['Tattoo back'],['Construction'],NA,NA,['Shoe_Tester'; 'Ditch_Digger'],5/22/2014,NA,12/10/2019
1622,German,7/5/1984,Single,5,DEBT,['Low IQ'; 'Crafty'],['Computer'],NA,NA,['Shoe_Tester'; 'Ditch_Digger'],10/11/2012,NA,3/19/2018
2986,Italian,10/9/1985,Single,5,DEBT,['Long legs'; 'Tattoo back'],['Shoe-making'],Exhaustion,Construction,NA,5/19/2014,5/19/2014,NA
1175,Russian,18/11/1975,Single,4,BEHAVIOR,['Crafty'],['Construction'],NA,NA,['Farmer'],2/22/2014,NA,10/1/2019
5083,Russian,13/3/1979,Single,1,CULTURE,['One arm'],['Strong'],NA,NA,['Farmer'; 'Computer_Repair'],9/19/2014,NA,6/16/2019
3281,Israeli,23/6/1984,Married,4,DEBT,['Low IQ'; 'No teeth'],['Construction'],Time,Boulder_Reducer,['Boulder_Reducer'; 'Office_Worker'; 'Ditch_Digger'; 'Construction'; 'Computer_Repair'; 'Farmer'],8/15/2014,11/5/2017,NA
5969,Israeli,11/5/1987,Married,6,DEBT,['Crafty'; 'Tattoo back'],['Shoe-making'],NA,NA,['Farmer'],3/23/2010,NA,3/20/2018
9820,American,11/10/1984,Married,6,DEBT,['No teeth'; 'Low IQ'],['Shoe-making'; 'Mechanical'],Time,Farmer,['Ditch_Digger'],7/6/2010,7/26/2019,NA
3686,American,28/12/1987,Single,2,DEBT,['Tattoo forearm'],['Strong'],NA,NA,['Office_Worker'; 'Construction'; 'Ditch_Digger'],3/10/2016,NA,11/12/2018
8499,Russian,22/1/1975,Single,0,PARENTS,['Scar arm'; 'Scar arm'],['Shoe-making'; 'Typing'],Exhaustion,Boulder_Reducer,NA,1/8/2014,1/8/2014,NA
5762,German,25/9/1975,Single,7,DEBT,['Tattoo forearm'; 'Tattoo forearm'],['Mathematics'; 'Shoe-making'],Voluntarily,Food_TesterCivilian_Guard,['Ditch_Digger'; 'Boulder_Reducer'],7/11/2014,6/26/2017,NA
676,Israeli,24/8/1987,Other,4,CULTURE,['Scar on face'; 'Low IQ'],['Mechanical'],Voluntarily,Computer_Repair,['Farmer'],4/10/2012,8/27/2017,NA
113,Ghanaian,13/2/1985,Single,1,BEHAVIOR,['No teeth'],['Electrical'],NA,NA,['Food_TesterCivilian_Guard'; 'Construction'],6/8/2012,NA,10/26/2017
9975,Ghanaian,9/5/1969,Married,7,PARENTS,['One arm'],['Shoe-making'],Time,Farmer,['Computer_Repair'; 'Office_Worker'; 'Computer_Repair'; 'Office_Worker'; 'Office_Worker'],2/25/2016,9/26/2018,NA
8979,Ghanaian,7/3/1965,Married,3,DEBT,['Low IQ'],['Shoe-making'],Voluntarily,Office_Worker,['Ditch_Digger'; 'Construction'; 'Food_TesterCivilian_Guard'; 'Shoe_Tester'; 'Shoe_Tester'],11/9/2012,4/4/2018,NA
739,American,18/1/1987,Other,4,CULTURE,['One arm'; 'Tattoo forearm'],['Electrical'; 'Computer'],Time,Computer_Repair,['Farmer'; 'Boulder_Reducer'; 'Construction'; 'Farmer'; 'Office_Worker'],8/14/2012,3/10/2019,NA
4933,Israeli,4/4/1975,Married,7,BEHAVIOR,['Scar on face'; 'Low IQ'],['Shoe-making'; 'Strong'],Time,Construction,['Office_Worker'; 'Boulder_Reducer'; 'Ditch_Digger'],7/28/2014,10/5/2017,NA
7120,Italian,25/1/1975,Other,0,BEHAVIOR,['Long legs'; 'Dark skin'],['Computer'],NA,NA,['Shoe_Tester'],11/28/2016,NA,12/25/2017
2327,Israeli,24/7/1987,Single,2,DEBT,['Scar arm'; 'Scar on face'],['Construction'],Voluntarily,Computer_Repair,['Ditch_Digger'; 'Ditch_Digger'],3/21/2010,4/9/2019,NA
6182,American,21/5/1965,Single,6,DEBT,['Low IQ'; 'Long legs'],['Mechanical'; 'Strong'],Voluntarily,Boulder_Reducer,['Computer_Repair'; 'Construction'; 'Construction'],5/6/2014,11/26/2019,NA
5911,English,5/7/1969,Single,2,DEBT,['Tattoo forearm'; 'Dark skin'],['Construction'; 'Electrical'],Time,Ditch_Digger,['Computer_Repair'; 'Office_Worker'],8/21/2016,2/19/2018,NA
1775,German,23/8/1985,Married,7,BEHAVIOR,['Scar arm'],['Shoe-making'; 'Electrical'],NA,NA,['Food_TesterCivilian_Guard'; 'Ditch_Digger'; 'Construction'],10/24/2010,NA,2/5/2017
9179,Israeli,24/9/1987,Other,5,PARENTS,['Crafty'],['Computer'],Time,Office_Worker,NA,2/27/2012,2/27/2012,NA
4701,English,10/6/1975,Other,4,DEBT,['Long legs'; 'Tattoo back'],['Computer'],NA,NA,['Ditch_Digger'],4/8/2010,NA,9/22/2017
4923,German,9/10/1984,Married,6,DEBT,['Crafty'],['Shoe-making'],Voluntarily,Farmer,['Ditch_Digger'; 'Shoe_Tester'; 'Boulder_Reducer'; 'Shoe_Tester'; 'Construction'],4/14/2012,2/8/2018,NA
7169,Italian,17/7/1995,Married,4,DEBT,['Scar on face'],['Typing'],Time,Boulder_Reducer,['Shoe_Tester'],6/18/2016,10/16/2019,NA
9991,Russian,16/9/1965,Married,5,BEHAVIOR,['Dark skin'; 'Tattoo back'],['Computer'; 'Mechanical'],Voluntarily,Ditch_Digger,['Food_TesterCivilian_Guard'; 'Ditch_Digger'; 'Farmer'; 'Computer_Repair'; 'Food_TesterCivilian_Guard'],8/11/2010,4/24/2017,NA
9307,Italian,5/1/1995,Other,3,CULTURE,['Scar arm'],['Electrical'],Voluntarily,Shoe_Tester,['Shoe_Tester'; 'Computer_Repair'; 'Office_Worker'],2/21/2010,11/9/2018,NA
1127,English,2/3/1984,Married,5,PARENTS,['Scar arm'; 'Scar on face'],['Computer'; 'Mechanical'],NA,NA,['Farmer'],12/24/2012,NA,6/8/2017
2448,German,5/9/1984,Married,0,CULTURE,['No teeth'; 'Tattoo back'],['Construction'],Time,Construction,['Construction'; 'Shoe_Tester'; 'Ditch_Digger'],2/4/2010,7/22/2017,NA
4494,English,27/3/1984,Married,4,CULTURE,['Scar arm'; 'Tattoo back'],['Construction'],Exhaustion,Construction,['Ditch_Digger'; 'Boulder_Reducer'; 'Office_Worker'; 'Construction'; 'Construction'],4/13/2010,6/28/2018,NA
8314,Russian,27/10/1987,Married,7,PARENTS,['Scar arm'; 'Crafty'],['Strong'; 'Mechanical'],Voluntarily,Computer_Repair,['Boulder_Reducer'; 'Shoe_Tester'],7/9/2016,5/24/2018,NA
6938,Russian,21/8/1987,Married,0,CULTURE,['One arm'],['Construction'],Time,Food_TesterCivilian_Guard,NA,2/13/2012,2/13/2012,NA
6290,American,3/6/1984,Married,0,PARENTS,['Crafty'; 'Scar arm'],['Construction'; 'Typing'],Exhaustion,Shoe_Tester,NA,1/14/2010,1/14/2010,NA
1902,Israeli,14/8/1969,Other,6,BEHAVIOR,['Long legs'],['Typing'],NA,NA,['Ditch_Digger'; 'Shoe_Tester'; 'Construction'],11/22/2014,NA,2/13/2017
1355,German,16/1/1987,Single,3,DEBT,['No teeth'],['Construction'],Voluntarily,Farmer,['Office_Worker'; 'Office_Worker'; 'Shoe_Tester'; 'Ditch_Digger'; 'Construction'; 'Construction'],1/17/2014,5/24/2017,NA
3980,English,8/10/1995,Other,4,CULTURE,['Tattoo back'],['Typing'],NA,NA,['Shoe_Tester'; 'Shoe_Tester'; 'Food_TesterCivilian_Guard'],3/20/2010,NA,11/14/2018
4249,Russian,12/1/1987,Married,6,PARENTS,['Dark skin'],['Electrical'; 'Shoe-making'],Voluntarily,Shoe_Tester,['Office_Worker'; 'Computer_Repair'; 'Shoe_Tester'; 'Construction'; 'Shoe_Tester'; 'Boulder_Reducer'],10/15/2010,10/12/2017,NA
1003,Italian,3/4/1987,Other,6,CULTURE,['No teeth'],['Shoe-making'; 'Mathematics'],Exhaustion,Construction,['Ditch_Digger'; 'Ditch_Digger'; 'Computer_Repair'; 'Construction'],4/21/2016,2/15/2019,NA
4328,Ghanaian,19/1/1975,Married,0,PARENTS,['Tattoo forearm'],['Electrical'],NA,NA,['Ditch_Digger'; 'Computer_Repair'; 'Construction'],8/3/2016,NA,3/8/2018
768,Italian,27/5/1985,Single,1,DEBT,['Tattoo forearm'; 'Tattoo back'],['Strong'; 'Strong'],NA,NA,['Food_TesterCivilian_Guard'],8/17/2014,NA,1/9/2019
9347,Israeli,4/4/1987,Married,6,BEHAVIOR,['Scar on face'],['Mechanical'; 'Construction'],Voluntarily,Construction,['Boulder_Reducer'],11/8/2012,9/14/2018,NA
961,English,2/4/1979,Other,0,DEBT,['Crafty'],['Mathematics'; 'Construction'],Time,Office_Worker,['Shoe_Tester'; 'Food_TesterCivilian_Guard'; 'Food_TesterCivilian_Guard'; 'Office_Worker'; 'Boulder_Reducer'; 'Farmer'],3/6/2016,4/16/2017,NA
4234,Israeli,4/1/1965,Married,5,DEBT,['One arm'; 'Scar arm'],['Construction'; 'Mathematics'],Voluntarily,Ditch_Digger,['Farmer'; 'Construction'; 'Ditch_Digger'; 'Boulder_Reducer'],10/15/2014,7/18/2018,NA
8421,English,22/1/1979,Other,7,BEHAVIOR,['Tattoo back'; 'Dark skin'],['Construction'; 'Mathematics'],Voluntarily,Construction,['Ditch_Digger'; 'Boulder_Reducer'; 'Construction'],1/27/2014,6/10/2018,NA
1539,German,24/11/1995,Single,6,BEHAVIOR,['Tattoo back'; 'Dark skin'],['Construction'; 'Electrical'],Voluntarily,Ditch_Digger,['Construction'; 'Food_TesterCivilian_Guard'; 'Ditch_Digger'; 'Ditch_Digger'; 'Farmer'; 'Ditch_Digger'],10/23/2010,7/21/2017,NA
9948,Russian,23/10/1984,Married,2,PARENTS,['Low IQ'; 'Dark skin'],['Mechanical'; 'Mathematics'],Voluntarily,Farmer,['Office_Worker'; 'Farmer'; 'Food_TesterCivilian_Guard'],2/2/2016,11/12/2018,NA
2025,Ghanaian,5/4/1984,Other,3,BEHAVIOR,['Scar arm'; 'Long legs'],['Construction'; 'Mechanical'],NA,NA,['Construction'],8/17/2016,NA,3/9/2019
703,Italian,2/10/1965,Married,0,BEHAVIOR,['Low IQ'],['Mathematics'],Time,Office_Worker,['Ditch_Digger'],7/15/2010,9/26/2019,NA
5836,Ghanaian,20/7/1984,Married,7,BEHAVIOR,['Low IQ'; 'Tattoo forearm'],['Mathematics'],Voluntarily,Ditch_Digger,NA,10/10/2012,10/10/2012,NA
3283,Ghanaian,23/10/1975,Married,4,BEHAVIOR,['No teeth'],['Shoe-making'; 'Typing'],NA,NA,['Boulder_Reducer'; 'Farmer'],1/16/2014,NA,10/14/2018
5855,English,1/5/1984,Other,0,DEBT,['Scar on face'; 'Long legs'],['Computer'],Time,Ditch_Digger,['Food_TesterCivilian_Guard'; 'Construction'],3/3/2014,4/21/2019,NA
7421,Italian,25/6/1975,Other,4,CULTURE,['Low IQ'; 'No teeth'],['Shoe-making'; 'Typing'],Voluntarily,Shoe_Tester,NA,2/23/2014,2/23/2014,NA
5572,Ghanaian,28/8/1984,Married,1,PARENTS,['Low IQ'; 'Dark skin'],['Construction'],Exhaustion,Farmer,['Food_TesterCivilian_Guard'],11/28/2014,8/26/2018,NA
7223,Israeli,15/5/1984,Single,7,PARENTS,['Long legs'; 'Scar arm'],['Strong'],NA,NA,['Boulder_Reducer'; 'Shoe_Tester'],10/3/2010,NA,3/15/2018
8724,English,10/12/1965,Single,4,DEBT,['No teeth'; 'Tattoo back'],['Mechanical'],Voluntarily,Computer_Repair,['Ditch_Digger'; 'Construction'; 'Construction'],5/14/2012,1/9/2017,NA
3741,American,25/5/1979,Married,3,PARENTS,['Crafty'; 'Scar on face'],['Electrical'; 'Shoe-making'],Voluntarily,Farmer,['Construction'; 'Construction'; 'Food_TesterCivilian_Guard'; 'Construction'],5/24/2012,8/14/2018,NA
2384,English,13/3/1975,Single,6,PARENTS,['Dark skin'],['Strong'],Time,Food_TesterCivilian_Guard,['Office_Worker'; 'Shoe_Tester'; 'Construction'],7/13/2012,11/27/2019,NA
8367,English,20/4/1987,Other,5,BEHAVIOR,['Long legs'],['Construction'; 'Mechanical'],Exhaustion,Computer_Repair,['Boulder_Reducer'],6/7/2016,11/27/2019,NA
711,Israeli,13/9/1979,Married,5,CULTURE,['Crafty'; 'One arm'],['Typing'; 'Typing'],NA,NA,['Ditch_Digger'; 'Farmer'; 'Farmer'],1/3/2016,NA,10/23/2019
7677,German,26/12/1985,Single,7,CULTURE,['Long legs'],['Strong'; 'Shoe-making'],Exhaustion,Computer_Repair,['Farmer'; 'Boulder_Reducer'],2/9/2010,11/5/2018,NA
1064,German,21/2/1969,Married,5,BEHAVIOR,['Scar on face'],['Shoe-making'; 'Computer'],Voluntarily,Computer_Repair,['Boulder_Reducer'; 'Farmer'; 'Farmer'],1/18/2014,11/20/2017,NA
7729,Italian,7/11/1984,Single,0,CULTURE,['Scar arm'; 'Long legs'],['Construction'],Exhaustion,Computer_Repair,['Food_TesterCivilian_Guard'],5/24/2016,1/24/2017,NA
2167,Ghanaian,27/8/1987,Married,2,DEBT,['No teeth'],['Mathematics'],Exhaustion,Ditch_Digger,['Office_Worker'; 'Computer_Repair'; 'Ditch_Digger'; 'Ditch_Digger'; 'Shoe_Tester'; 'Ditch_Digger'],7/20/2016,6/21/2017,NA
6516,German,24/6/1975,Single,6,BEHAVIOR,['Scar on face'; 'One arm'],['Computer'],Time,Ditch_Digger,['Farmer'; 'Shoe_Tester'; 'Construction'],2/19/2016,6/3/2018,NA
6188,Israeli,5/3/1979,Other,3,CULTURE,['Long legs'],['Computer'],Exhaustion,Computer_Repair,['Boulder_Reducer'; 'Office_Worker'],8/22/2014,9/15/2019,NA
9564,German,3/8/1995,Other,7,CULTURE,['Long legs'],['Mechanical'],NA,NA,['Construction'; 'Boulder_Reducer'],9/28/2016,NA,4/10/2018
4318,Ghanaian,13/5/1975,Single,6,CULTURE,['Long legs'; 'Long legs'],['Typing'],NA,NA,['Ditch_Digger'],8/18/2016,NA,4/26/2017
9870,American,27/5/1965,Other,2,CULTURE,['Scar on face'; 'Dark skin'],['Mathematics'; 'Mathematics'],Time,Ditch_Digger,['Office_Worker'; 'Computer_Repair'; 'Food_TesterCivilian_Guard'; 'Farmer'; 'Ditch_Digger'; 'Shoe_Tester'],3/17/2016,1/7/2019,NA
5481,German,17/7/1987,Other,6,PARENTS,['Crafty'; 'No teeth'],['Typing'],NA,NA,['Office_Worker'; 'Boulder_Reducer'],11/27/2016,NA,1/2/2018
2539,Ghanaian,6/9/1985,Single,7,CULTURE,['Dark skin'; 'Long legs'],['Mechanical'],Voluntarily,Food_TesterCivilian_Guard,['Office_Worker'],3/17/2014,3/11/2019,NA
5696,Russian,15/12/1987,Other,2,BEHAVIOR,['Long legs'],['Mathematics'; 'Mathematics'],Exhaustion,Office_Worker,['Farmer'],11/27/2010,7/28/2017,NA
5794,Italian,23/3/1995,Married,2,CULTURE,['Scar on face'; 'One arm'],['Strong'],Voluntarily,Shoe_Tester,['Food_TesterCivilian_Guard'; 'Office_Worker'; 'Farmer'],7/18/2016,1/7/2018,NA
8782,German,27/10/1985,Other,6,PARENTS,['Tattoo back'],['Strong'],Voluntarily,Farmer,['Shoe_Tester'],11/9/2010,8/26/2018,NA
5677,German,11/12/1984,Single,1,BEHAVIOR,['Tattoo back'],['Mathematics'],Time,Food_TesterCivilian_Guard,['Boulder_Reducer'; 'Farmer'; 'Shoe_Tester'; 'Boulder_Reducer'; 'Boulder_Reducer'; 'Office_Worker'],11/14/2016,11/23/2019,NA
8767,German,12/1/1984,Single,4,PARENTS,['Long legs'],['Construction'; 'Mathematics'],Exhaustion,Office_Worker,NA,7/24/2014,7/24/2014,NA
8254,Italian,15/3/1979,Other,6,PARENTS,['Tattoo back'],['Construction'; 'Computer'],NA,NA,['Ditch_Digger'; 'Construction'],5/20/2016,NA,4/26/2017
2558,Italian,4/12/1975,Other,0,CULTURE,['Crafty'],['Electrical'],NA,NA,['Computer_Repair'; 'Food_TesterCivilian_Guard'],11/17/2014,NA,9/27/2017
9165,American,24/12/1969,Other,4,BEHAVIOR,['Scar on face'; 'Long legs'],['Typing'],NA,NA,['Farmer'],9/13/2012,NA,11/8/2017
9738,English,14/7/1984,Married,3,DEBT,['Long legs'; 'No teeth'],['Construction'; 'Strong'],Voluntarily,Construction,['Ditch_Digger'; 'Ditch_Digger'; 'Ditch_Digger'; 'Office_Worker'; 'Boulder_Reducer'; 'Office_Worker'],12/4/2012,11/3/2017,NA
5378,Italian,25/3/1969,Other,6,DEBT,['Scar on face'],['Typing'],Time,Boulder_Reducer,['Shoe_Tester'; 'Farmer'; 'Computer_Repair'; 'Shoe_Tester'; 'Office_Worker'],7/8/2012,7/9/2017,NA
410,German,28/3/1985,Married,0,DEBT,['Tattoo forearm'],['Shoe-making'; 'Computer'],Time,Ditch_Digger,NA,4/4/2016,4/4/2016,NA
2148,English,15/6/1985,Married,6,PARENTS,['One arm'],['Typing'],Time,Construction,['Ditch_Digger'],3/14/2014,9/9/2017,NA
